,ID,Account_Length,X_Percentage,C_Percentage,Avg_Months_Overdue,Label
34,5001756,0.3,0.10526315789473684,0.8421052631578947,0.16666666666666666,1
35,5001757,0.3333333333333333,0.3333333333333333,0.0,0.17857142857142858,0
36,5001758,0.7666666666666667,0.48936170212765956,0.0,0.16666666666666666,0
37,5001759,0.31666666666666665,0.05,0.2,0.16666666666666666,0
38,5001760,0.48333333333333334,0.0,0.8,0.16666666666666666,1
39,5001765,0.5166666666666667,0.0,0.8125,0.16666666666666666,1
40,5001766,0.4166666666666667,0.0,0.9615384615384616,0.16666666666666666,1
41,5001767,0.23333333333333334,0.8666666666666667,0.0,0.16666666666666666,0
42,5001768,0.11666666666666667,0.125,0.0,0.16666666666666666,0
43,5001769,0.26666666666666666,0.35294117647058826,0.0,0.16666666666666666,0
44,5001770,0.26666666666666666,0.35294117647058826,0.0,0.16666666666666666,0
45,5001771,0.23333333333333334,0.06666666666666667,0.0,0.16666666666666666,0
46,5001772,0.36666666666666664,0.0,0.0,0.16666666666666666,0
47,5001773,0.38333333333333336,0.0,0.2916666666666667,0.16666666666666666,1
48,5001774,0.43333333333333335,0.0,0.9259259259259259,0.16666666666666666,1
49,5001775,0.5333333333333333,0.0,0.9090909090909091,0.16666666666666666,1
50,5001778,0.5833333333333334,1.0,0.0,0.0,0
51,5001779,0.75,1.0,0.0,0.0,0
52,5001780,0.75,1.0,0.0,0.0,0
53,5001782,0.08333333333333333,0.0,0.0,0.16666666666666666,0
54,5001783,0.31666666666666665,0.3,0.0,0.16666666666666666,0
55,5001784,0.21666666666666667,0.21428571428571427,0.0,0.16666666666666666,0
56,5001785,0.21666666666666667,0.5714285714285714,0.0,0.16666666666666666,0
57,5001786,0.9666666666666667,0.0,0.6440677966101694,0.17460317460317462,1
58,5001787,0.2833333333333333,1.0,0.0,0.0,0
59,5001788,0.2833333333333333,1.0,0.0,0.0,0
60,5001789,0.5333333333333333,0.3333333333333333,0.6666666666666666,0.0,1
61,5001790,0.31666666666666665,0.05,0.35,0.16666666666666666,1
62,5001791,0.38333333333333336,0.08333333333333333,0.0,0.16666666666666666,0
63,5001792,0.4,0.04,0.0,0.1875,0
64,5001793,0.43333333333333335,0.0,0.0,0.20987654320987656,0
65,5001794,0.5833333333333334,0.0,0.75,0.16666666666666666,1
66,5001795,0.6166666666666667,1.0,0.0,0.0,0
67,5001796,0.6666666666666666,1.0,0.0,0.0,0
68,5001798,0.95,0.034482758620689655,0.896551724137931,0.16666666666666666,1
69,5001800,0.05,0.0,0.0,0.16666666666666666,0
70,5001803,0.7666666666666667,1.0,0.0,0.0,0
71,5001804,0.15,0.0,0.4,0.16666666666666666,1
72,5001805,0.36666666666666664,0.0,0.8260869565217391,0.16666666666666666,1
73,5001806,0.5666666666666667,0.0,0.6571428571428571,0.16666666666666666,1
74,5001807,0.7833333333333333,0.0,0.7708333333333334,0.16666666666666666,1
75,5001808,0.9333333333333333,0.0,0.7894736842105263,0.16666666666666666,1
76,5001812,0.36666666666666664,0.0,0.0,0.16666666666666666,0
77,5001813,0.18333333333333332,1.0,0.0,0.0,0
78,5001816,0.18333333333333332,0.08333333333333333,0.0,0.1818181818181818,0
79,5001817,0.16666666666666666,0.36363636363636365,0.0,0.21428571428571427,0
80,5001818,0.95,0.06896551724137931,0.8275862068965517,0.16666666666666666,1
81,5001819,0.7,1.0,0.0,0.0,0
82,5001820,0.18333333333333332,0.0,0.8333333333333334,0.16666666666666666,1
83,5001821,0.13333333333333333,0.6666666666666666,0.0,0.16666666666666666,0
84,5001823,0.11666666666666667,0.0,0.0,0.16666666666666666,0
85,5001824,0.6166666666666667,0.0,0.0,0.16666666666666666,0
86,5001825,0.05,0.25,0.0,0.16666666666666666,0
87,5001827,0.8833333333333333,1.0,0.0,0.0,0
88,5001828,0.13333333333333333,0.0,0.0,0.16666666666666666,0
89,5001829,0.45,0.5,0.0,0.16666666666666666,0
90,5001830,0.15,0.0,0.9,0.16666666666666666,1
91,5001831,0.36666666666666664,0.0,0.0,0.16666666666666666,0
92,5001832,0.45,0.0,0.8214285714285714,0.16666666666666666,1
93,5001833,0.5333333333333333,0.0,0.8787878787878788,0.16666666666666666,1
94,5001836,0.6166666666666667,0.3157894736842105,0.0,0.1794871794871795,0
95,5001837,0.95,0.0,0.7586206896551724,0.16666666666666666,1
96,5001838,0.6333333333333333,0.0,0.0,0.16666666666666666,0
97,5001839,0.25,0.0,0.4375,0.16666666666666666,1
98,5001840,0.31666666666666665,0.0,0.2,0.16666666666666666,0
99,5001841,0.2833333333333333,0.0,0.8888888888888888,0.16666666666666666,1
100,5001842,0.35,0.5,0.0,0.16666666666666666,0
101,5001843,0.45,0.10714285714285714,0.6785714285714286,0.16666666666666666,1
102,5001844,0.7833333333333333,0.25,0.3333333333333333,0.17500000000000002,1
103,5001846,0.25,0.375,0.0,0.16666666666666666,0
104,5001847,0.6333333333333333,0.41025641025641024,0.0,0.16666666666666666,0
105,5001848,0.6166666666666667,0.15789473684210525,0.0,0.171875,0
106,5001849,0.13333333333333333,0.0,0.2222222222222222,0.16666666666666666,0
107,5001850,0.16666666666666666,0.0,0.09090909090909091,0.16666666666666666,0
108,5001851,0.18333333333333332,0.0,0.9166666666666666,0.16666666666666666,1
109,5001852,0.23333333333333334,0.0,0.8666666666666667,0.16666666666666666,1
110,5001853,0.26666666666666666,0.0,0.5294117647058824,0.16666666666666666,1
111,5001854,0.3,0.0,0.8421052631578947,0.16666666666666666,1
112,5001855,0.36666666666666664,0.0,0.8695652173913043,0.16666666666666666,1
113,5001856,0.48333333333333334,0.0,0.9,0.2222222222222222,1
114,5001857,0.6166666666666667,0.13157894736842105,0.0,0.16666666666666666,0
115,5001858,0.5166666666666667,0.0,0.625,0.16666666666666666,1
116,5001859,0.5666666666666667,0.0,0.8823529411764706,0.16666666666666666,1
117,5001860,0.016666666666666666,1.0,0.0,0.0,0
118,5001861,0.5333333333333333,1.0,0.0,0.0,0
119,5001862,0.6166666666666667,1.0,0.0,0.0,0
120,5001863,0.6166666666666667,1.0,0.0,0.0,0
121,5001864,0.6166666666666667,1.0,0.0,0.0,0
122,5001867,0.15,0.0,0.9,0.16666666666666666,1
123,5001870,0.5666666666666667,1.0,0.0,0.0,0
124,5001871,0.21666666666666667,1.0,0.0,0.0,0
125,5001872,0.0,0.0,0.0,0.16666666666666666,0
126,5001873,0.55,0.11764705882352941,0.0,0.16666666666666666,0
127,5001874,0.48333333333333334,0.13333333333333333,0.0,0.16666666666666666,0
128,5001875,0.25,1.0,0.0,0.0,0
129,5001876,0.31666666666666665,0.0,0.0,0.16666666666666666,0
130,5001877,0.25,0.0,0.0,0.16666666666666666,0
131,5001879,0.1,1.0,0.0,0.0,0
132,5001882,0.06666666666666667,0.0,0.8,0.16666666666666666,1
133,5001883,0.85,0.0,0.8076923076923077,0.16666666666666666,1
134,5001886,0.11666666666666667,0.0,0.0,0.16666666666666666,0
135,5001887,0.016666666666666666,0.0,0.0,0.16666666666666666,0
136,5001888,0.9,0.01818181818181818,0.0,0.1728395061728395,0
137,5001889,0.6666666666666666,0.0,0.0,0.16666666666666666,0
138,5001890,0.4,0.0,0.76,0.16666666666666666,1
139,5001891,0.85,0.019230769230769232,0.8076923076923077,0.16666666666666666,1
140,5001892,0.9,0.07272727272727272,0.9272727272727272,0.0,1
141,5001893,0.23333333333333334,0.8,0.0,0.16666666666666666,0
142,5001894,0.8333333333333334,0.8235294117647058,0.0,0.16666666666666666,0
143,5001895,0.55,0.029411764705882353,0.7941176470588235,0.16666666666666666,1
144,5001896,0.25,0.0,0.5625,0.19047619047619047,1
145,5001897,0.05,0.25,0.0,0.16666666666666666,0
146,5001898,0.43333333333333335,0.4074074074074074,0.14814814814814814,0.16666666666666666,0
147,5001899,0.6833333333333333,0.9285714285714286,0.0,0.16666666666666666,0
148,5001900,0.9166666666666666,0.0,0.75,0.16666666666666666,1
149,5001901,0.7,0.18604651162790697,0.6744186046511628,0.16666666666666666,1
150,5001902,0.05,0.25,0.0,0.16666666666666666,0
151,5001904,0.8333333333333334,0.9803921568627451,0.0,0.16666666666666666,0
152,5001905,0.9166666666666666,0.03571428571428571,0.75,0.16666666666666666,1
153,5001906,0.8333333333333334,0.0,0.803921568627451,0.16666666666666666,1
154,5001907,0.06666666666666667,0.4,0.0,0.16666666666666666,0
155,5001908,0.0,0.0,0.0,0.16666666666666666,0
156,5001909,0.0,0.0,0.0,0.16666666666666666,0
157,5001910,0.03333333333333333,0.0,0.6666666666666666,0.16666666666666666,1
158,5001911,0.06666666666666667,0.0,0.8,0.16666666666666666,1
159,5001912,0.08333333333333333,0.0,1.0,0.0,1
160,5001913,0.16666666666666666,0.09090909090909091,0.9090909090909091,0.0,1
161,5001914,0.18333333333333332,0.0,0.9166666666666666,0.16666666666666666,1
162,5001915,0.16666666666666666,0.9090909090909091,0.0,0.16666666666666666,0
163,5001916,0.16666666666666666,0.9090909090909091,0.0,0.16666666666666666,0
164,5001917,0.16666666666666666,0.9090909090909091,0.0,0.16666666666666666,0
165,5001918,0.23333333333333334,0.0,0.26666666666666666,0.2272727272727273,0
166,5001919,0.31666666666666665,0.0,0.75,0.16666666666666666,1
167,5001920,0.25,0.0,0.0,0.16666666666666666,0
168,5001921,0.31666666666666665,0.2,0.4,0.16666666666666666,0
169,5001922,0.5833333333333334,0.25,0.5277777777777778,0.1875,1
170,5001923,0.7833333333333333,0.0,0.7916666666666666,0.21666666666666667,1
171,5001924,0.03333333333333333,0.6666666666666666,0.0,0.16666666666666666,0
172,5001925,0.03333333333333333,0.6666666666666666,0.0,0.16666666666666666,0
173,5001926,0.11666666666666667,0.25,0.0,0.19444444444444445,0
174,5001927,0.7666666666666667,0.48936170212765956,0.0,0.18055555555555555,0
175,5001931,0.18333333333333332,0.5833333333333334,0.0,0.16666666666666666,0
176,5001932,0.5,0.22580645161290322,0.0,0.16666666666666666,0
177,5001933,0.4666666666666667,0.0,0.9310344827586207,0.25,1
178,5001936,0.6666666666666666,0.0,0.36585365853658536,0.16666666666666666,1
179,5001940,0.5,0.0,0.3548387096774194,0.16666666666666666,1
180,5001941,0.9833333333333333,0.0,0.4,0.16666666666666666,1
181,5001942,0.9,0.0,0.8181818181818182,0.16666666666666666,1
182,5001943,0.9333333333333333,0.14035087719298245,0.6842105263157895,0.16666666666666666,1
183,5001944,0.38333333333333336,0.0,0.0,0.16666666666666666,0
184,5001945,0.16666666666666666,0.0,0.0,0.16666666666666666,0
185,5001946,0.38333333333333336,0.0,0.0,0.16666666666666666,0
186,5001947,0.6166666666666667,0.0,0.7894736842105263,0.16666666666666666,1
187,5001948,0.9666666666666667,0.0,0.0,0.16666666666666666,0
188,5001949,0.35,1.0,0.0,0.0,0
189,5001950,0.16666666666666666,1.0,0.0,0.0,0
190,5001951,0.35,0.3181818181818182,0.09090909090909091,0.16666666666666666,0
191,5001952,0.26666666666666666,0.0,0.5294117647058824,0.16666666666666666,1
192,5001953,0.26666666666666666,0.0,0.5294117647058824,0.16666666666666666,1
193,5001954,0.5833333333333334,0.0,0.9722222222222222,0.16666666666666666,1
194,5001956,0.23333333333333334,0.06666666666666667,0.26666666666666666,0.16666666666666666,0
195,5001957,0.26666666666666666,0.0,0.0,0.16666666666666666,0
196,5001958,0.9,0.0,0.9818181818181818,0.16666666666666666,1
197,5001959,0.6166666666666667,0.5526315789473685,0.0,0.17647058823529413,0
198,5001960,0.5,0.5161290322580645,0.0,0.16666666666666666,0
199,5001961,0.18333333333333332,0.16666666666666666,0.0,0.16666666666666666,0
200,5001962,0.18333333333333332,0.9166666666666666,0.0,0.16666666666666666,0
201,5001963,0.18333333333333332,0.9166666666666666,0.0,0.16666666666666666,0
202,5001964,0.25,0.0625,0.0,0.16666666666666666,0
203,5001965,0.6166666666666667,0.0,0.6052631578947368,0.16666666666666666,1
204,5001966,0.7833333333333333,0.0,0.75,0.16666666666666666,1
205,5001967,0.55,0.058823529411764705,0.6176470588235294,0.16666666666666666,1
206,5001968,0.35,0.0,0.45454545454545453,0.16666666666666666,1
207,5001970,0.55,0.0,0.0,0.16666666666666666,0
208,5001976,0.6333333333333333,1.0,0.0,0.0,0
209,5001982,0.95,0.9827586206896551,0.0,0.16666666666666666,0
210,5001983,0.8333333333333334,0.0,0.0,0.16666666666666666,0
211,5001986,0.8666666666666667,0.0,0.9433962264150944,0.16666666666666666,1
212,5001987,0.85,0.0,0.9423076923076923,0.16666666666666666,1
213,5001988,0.8666666666666667,0.2830188679245283,0.09433962264150944,0.1717171717171717,0
214,5001989,0.85,0.34615384615384615,0.0,0.16666666666666666,0
215,5001990,0.85,0.019230769230769232,0.9423076923076923,0.16666666666666666,1
216,5001991,0.65,0.0,0.85,0.16666666666666666,1
217,5001993,0.45,1.0,0.0,0.0,0
218,5001994,0.45,1.0,0.0,0.0,0
219,5001995,0.55,1.0,0.0,0.0,0
220,5001996,0.5666666666666667,1.0,0.0,0.0,0
221,5001997,0.9,1.0,0.0,0.0,0
222,5001998,0.3333333333333333,0.6190476190476191,0.0,0.16666666666666666,0
223,5001999,0.4,0.04,0.68,0.16666666666666666,1
224,5002000,0.48333333333333334,0.26666666666666666,0.36666666666666664,0.16666666666666666,0
225,5002001,0.9333333333333333,0.0,0.9473684210526315,0.16666666666666666,1
226,5002002,0.35,0.3181818181818182,0.0,0.16666666666666666,0
227,5002003,0.8166666666666667,0.02,0.86,0.16666666666666666,1
228,5002004,0.6,0.02702702702702703,0.918918918918919,0.16666666666666666,1
229,5002005,0.5333333333333333,0.0,0.9393939393939394,0.16666666666666666,1
230,5002006,0.4166666666666667,0.4230769230769231,0.38461538461538464,0.16666666666666666,0
231,5002007,0.36666666666666664,0.043478260869565216,0.9130434782608695,0.16666666666666666,1
232,5002008,0.5666666666666667,0.02857142857142857,0.4857142857142857,0.16666666666666666,1
233,5002009,0.8333333333333334,0.11764705882352941,0.6862745098039216,0.16666666666666666,1
234,5002010,0.21666666666666667,0.0,0.14285714285714285,0.16666666666666666,0
235,5002011,0.4,0.0,0.0,0.16666666666666666,0
236,5002012,0.4,0.0,0.56,0.16666666666666666,1
237,5002013,0.5166666666666667,0.0,0.84375,0.16666666666666666,1
238,5002015,0.5666666666666667,0.14285714285714285,0.0,0.16666666666666666,0
239,5002016,0.2,0.0,0.5384615384615384,0.16666666666666666,1
240,5002018,0.11666666666666667,1.0,0.0,0.0,0
241,5002019,0.8833333333333333,0.0,0.8333333333333334,0.16666666666666666,1
242,5002020,0.6166666666666667,1.0,0.0,0.0,0
243,5002021,0.23333333333333334,0.26666666666666666,0.4666666666666667,0.16666666666666666,1
244,5002022,0.36666666666666664,0.08695652173913043,0.782608695652174,0.16666666666666666,1
245,5002023,0.35,0.5,0.0,0.16666666666666666,0
246,5002024,0.18333333333333332,0.8333333333333334,0.0,0.16666666666666666,0
247,5002025,0.18333333333333332,0.0,0.5833333333333334,0.16666666666666666,1
248,5002026,0.8833333333333333,0.5185185185185185,0.0,0.16666666666666666,0
249,5002028,0.8166666666666667,0.02,0.9,0.16666666666666666,1
250,5002029,0.15,0.1,0.0,0.16666666666666666,0
251,5002030,0.15,0.1,0.0,0.16666666666666666,0
252,5002031,0.6666666666666666,0.0,0.8048780487804879,0.16666666666666666,1
253,5002032,0.65,1.0,0.0,0.0,0
254,5002033,0.8333333333333334,1.0,0.0,0.0,0
255,5002034,0.95,1.0,0.0,0.0,0
256,5002035,0.8333333333333334,1.0,0.0,0.0,0
257,5002037,0.21666666666666667,0.9285714285714286,0.0,0.16666666666666666,0
258,5002038,0.21666666666666667,0.0,0.0,0.16666666666666666,0
259,5002039,0.13333333333333333,0.2222222222222222,0.0,0.16666666666666666,0
260,5002041,0.36666666666666664,0.0,0.8636363636363636,0.16666666666666666,1
261,5002042,0.8166666666666667,0.0,0.28,0.18055555555555555,1
262,5002043,0.36666666666666664,0.08695652173913043,0.0,0.16666666666666666,0
263,5002044,0.36666666666666664,0.043478260869565216,0.0,0.1818181818181818,0
264,5002046,0.6,1.0,0.0,0.0,0
265,5002047,0.8,0.0,0.8775510204081632,0.16666666666666666,1
266,5002048,0.38333333333333336,0.0,0.75,0.16666666666666666,1
267,5002049,0.4166666666666667,0.0,0.6153846153846154,0.16666666666666666,1
268,5002050,0.48333333333333334,0.0,0.0,0.16666666666666666,0
269,5002052,0.25,1.0,0.0,0.0,0
270,5002053,0.45,1.0,0.0,0.0,0
271,5002054,0.5,1.0,0.0,0.0,0
272,5002055,0.7333333333333333,1.0,0.0,0.0,0
273,5002057,0.43333333333333335,0.0,0.7777777777777778,0.16666666666666666,1
274,5002058,0.9833333333333333,0.0,0.8333333333333334,0.16666666666666666,1
275,5002059,0.7333333333333333,0.8,0.0,0.16666666666666666,0
276,5002060,0.9,0.0,0.8181818181818182,0.16666666666666666,1
277,5002061,0.3333333333333333,0.0,0.0,0.17460317460317462,0
278,5002062,0.16666666666666666,0.09090909090909091,0.0,0.16666666666666666,0
279,5002068,0.65,0.025,0.85,0.16666666666666666,1
280,5002069,0.45,0.0,0.9642857142857143,0.16666666666666666,1
281,5002070,0.18333333333333332,0.08333333333333333,0.0,0.16666666666666666,0
282,5002071,0.13333333333333333,0.0,0.0,0.16666666666666666,0
283,5002072,0.26666666666666666,0.0,0.7058823529411765,0.16666666666666666,1
284,5002073,0.55,0.0,0.8235294117647058,0.16666666666666666,1
285,5002076,0.16666666666666666,1.0,0.0,0.0,0
286,5002077,0.11666666666666667,0.75,0.0,0.16666666666666666,0
287,5002078,0.4,0.28,0.0,0.16666666666666666,0
288,5002079,0.25,0.25,0.0,0.16666666666666666,0
289,5002080,0.15,0.1,0.0,0.16666666666666666,0
290,5002081,0.16666666666666666,0.09090909090909091,0.0,0.16666666666666666,0
291,5002082,0.16666666666666666,0.09090909090909091,0.0,0.16666666666666666,0
292,5002083,0.31666666666666665,0.0,0.8,0.16666666666666666,1
293,5002084,0.21666666666666667,0.0,0.0,0.16666666666666666,0
294,5002085,0.5666666666666667,0.02857142857142857,0.2571428571428571,0.17333333333333334,1
295,5002087,0.31666666666666665,0.0,0.75,0.16666666666666666,1
296,5002088,0.5833333333333334,0.0,0.9722222222222222,0.16666666666666666,1
297,5002091,0.8,0.0,0.8163265306122449,0.1851851851851852,1
298,5002094,0.5333333333333333,0.8484848484848485,0.0,0.16666666666666666,0
299,5002096,0.6833333333333333,0.047619047619047616,0.9523809523809523,0.0,1
300,5002097,0.85,0.0,0.8269230769230769,0.16666666666666666,1
301,5002098,0.7,0.32558139534883723,0.0,0.16666666666666666,0
302,5002101,0.7166666666666667,0.022727272727272728,0.9318181818181818,0.16666666666666666,1
303,5002104,0.6666666666666666,0.024390243902439025,0.7560975609756098,0.16666666666666666,1
304,5002105,0.5833333333333334,0.1388888888888889,0.4444444444444444,0.17777777777777778,1
305,5002106,0.18333333333333332,0.16666666666666666,0.6666666666666666,0.16666666666666666,1
306,5002107,0.5,0.0,0.3870967741935484,0.16666666666666666,1
307,5002108,0.9166666666666666,0.05357142857142857,0.75,0.1818181818181818,1
308,5002109,0.2,0.0,0.5384615384615384,0.16666666666666666,1
309,5002110,0.08333333333333333,0.16666666666666666,0.0,0.16666666666666666,0
310,5002111,0.11666666666666667,0.375,0.0,0.16666666666666666,0
311,5002112,0.3,0.3157894736842105,0.6842105263157895,0.0,1
312,5002113,0.26666666666666666,1.0,0.0,0.0,0
313,5002114,0.26666666666666666,1.0,0.0,0.0,0
314,5002115,0.36666666666666664,0.0,0.9565217391304348,0.16666666666666666,1
315,5002116,0.6666666666666666,0.07317073170731707,0.7804878048780488,0.16666666666666666,1
316,5002118,0.11666666666666667,0.125,0.0,0.16666666666666666,0
317,5002120,0.43333333333333335,0.037037037037037035,0.8148148148148148,0.16666666666666666,1
318,5002121,0.2833333333333333,0.0,0.0,0.16666666666666666,0
319,5002123,0.3333333333333333,0.2857142857142857,0.09523809523809523,0.1794871794871795,0
320,5002124,0.05,0.0,0.0,0.16666666666666666,0
321,5002126,0.9166666666666666,0.03571428571428571,0.8214285714285714,0.4375,1
322,5002128,0.55,0.0,0.7352941176470589,0.1851851851851852,1
323,5002130,0.5666666666666667,0.5428571428571428,0.0,0.16666666666666666,0
324,5002131,0.8,0.0,0.0,0.16666666666666666,0
325,5002134,0.7166666666666667,0.0,0.45454545454545453,0.16666666666666666,1
326,5002135,0.15,1.0,0.0,0.0,0
327,5002138,0.7166666666666667,0.7045454545454546,0.0,0.16666666666666666,0
328,5002140,0.9333333333333333,0.08771929824561403,0.6666666666666666,0.16666666666666666,1
329,5002141,0.36666666666666664,0.08695652173913043,0.5652173913043478,0.16666666666666666,1
330,5002142,0.5833333333333334,0.0,0.0,0.16666666666666666,0
331,5002144,0.26666666666666666,0.23529411764705882,0.47058823529411764,0.16666666666666666,1
332,5002145,0.36666666666666664,0.0,0.0,0.16666666666666666,0
333,5002146,0.36666666666666664,0.0,0.5652173913043478,0.16666666666666666,1
334,5002147,0.8166666666666667,1.0,0.0,0.0,0
335,5002148,0.13333333333333333,0.2222222222222222,0.0,0.16666666666666666,0
336,5002149,0.4166666666666667,0.38461538461538464,0.15384615384615385,0.16666666666666666,0
337,5002150,0.5833333333333334,0.0,0.7222222222222222,0.16666666666666666,1
338,5002151,0.4,1.0,0.0,0.0,0
339,5002152,0.35,1.0,0.0,0.0,0
340,5002153,0.4,1.0,0.0,0.0,0
341,5002154,0.23333333333333334,0.26666666666666666,0.0,0.1818181818181818,0
342,5002155,0.8333333333333334,0.2549019607843137,0.6078431372549019,0.16666666666666666,1
343,5002156,0.9333333333333333,0.0,0.8771929824561403,0.16666666666666666,1
344,5002157,0.13333333333333333,0.2222222222222222,0.0,0.16666666666666666,0
345,5002158,0.9,0.0,0.9090909090909091,0.16666666666666666,1
346,5002160,1.0,0.04918032786885246,0.0,0.16666666666666666,0
347,5002161,0.2,0.0,0.7692307692307693,0.16666666666666666,1
348,5002162,0.2833333333333333,0.0,0.5555555555555556,0.16666666666666666,1
349,5002163,0.3333333333333333,0.0,0.7619047619047619,0.16666666666666666,1
350,5002164,0.9833333333333333,0.0,0.9333333333333333,0.16666666666666666,1
351,5002165,1.0,0.0,0.0,0.16666666666666666,0
352,5002168,0.35,0.7727272727272727,0.0,0.16666666666666666,0
353,5002169,0.03333333333333333,0.0,0.0,0.16666666666666666,0
354,5002170,0.35,0.38095238095238093,0.0,0.16666666666666666,0
355,5002171,1.0,0.0,0.8360655737704918,0.16666666666666666,1
356,5002175,0.8,0.2653061224489796,0.7346938775510204,0.0,1
357,5002176,0.6666666666666666,1.0,0.0,0.0,0
358,5002177,0.6666666666666666,1.0,0.0,0.0,0
359,5002178,0.6666666666666666,1.0,0.0,0.0,0
360,5002179,0.6666666666666666,1.0,0.0,0.0,0
361,5002181,0.7333333333333333,0.5111111111111111,0.0,0.16666666666666666,0
362,5002182,0.6,0.2972972972972973,0.0,0.16666666666666666,0
363,5002183,0.65,0.45,0.0,0.16666666666666666,0
364,5002186,0.3,0.2631578947368421,0.0,0.16666666666666666,0
365,5002189,0.1,0.0,0.5714285714285714,0.16666666666666666,1
366,5002190,0.1,0.2857142857142857,0.0,0.16666666666666666,0
367,5002191,0.4,0.2,0.48,0.16666666666666666,1
368,5002192,0.6,0.5135135135135135,0.0,0.16666666666666666,0
369,5002194,0.4166666666666667,0.11538461538461539,0.0,0.16666666666666666,0
370,5002196,0.23333333333333334,0.6666666666666666,0.0,0.16666666666666666,0
371,5002197,0.05,0.25,0.0,0.16666666666666666,0
372,5002198,0.31666666666666665,1.0,0.0,0.0,0
373,5002199,0.5,1.0,0.0,0.0,0
374,5002200,0.7,1.0,0.0,0.0,0
375,5002201,0.9,0.0,0.7454545454545455,0.16666666666666666,1
376,5002202,0.9833333333333333,0.016666666666666666,0.6833333333333333,0.16666666666666666,1
377,5002203,0.75,0.0,0.0,0.16666666666666666,0
378,5002204,0.1,0.14285714285714285,0.0,0.16666666666666666,0
379,5002205,0.1,0.8571428571428571,0.0,0.16666666666666666,0
380,5002206,0.5,0.0,0.3548387096774194,0.16666666666666666,1
381,5002207,0.23333333333333334,0.7333333333333333,0.0,0.16666666666666666,0
382,5002208,0.65,0.0,0.8,0.16666666666666666,1
383,5002209,0.15,0.1,0.0,0.16666666666666666,0
384,5002216,0.18333333333333332,0.08333333333333333,0.0,0.16666666666666666,0
385,5002217,0.45,0.03571428571428571,0.0,0.16666666666666666,0
386,5002218,0.38333333333333336,0.0,0.3333333333333333,0.16666666666666666,1
387,5002219,0.5833333333333334,0.0,0.3333333333333333,0.17361111111111113,1
388,5002220,0.5166666666666667,0.0,0.40625,0.17543859649122806,1
389,5002221,0.6,0.02702702702702703,0.7027027027027027,0.16666666666666666,1
390,5002222,0.2,0.0,0.7692307692307693,0.16666666666666666,1
391,5002223,0.7,1.0,0.0,0.0,0
392,5002224,0.65,1.0,0.0,0.0,0
393,5002225,0.16666666666666666,0.18181818181818182,0.0,0.27777777777777773,0
394,5002226,0.13333333333333333,1.0,0.0,0.0,0
395,5002227,0.15,0.0,0.4,0.16666666666666666,1
396,5002228,0.7666666666666667,1.0,0.0,0.0,0
397,5002229,0.3333333333333333,0.47619047619047616,0.5238095238095238,0.0,0
398,5002230,0.36666666666666664,0.21739130434782608,0.0,0.17592592592592593,0
399,5002231,0.5833333333333334,0.0,0.6944444444444444,0.16666666666666666,1
