,ID,Account_Length,X_Percentage,C_Percentage,Avg_Months_Overdue,Credit_Status
85,5001841,0.2833333333333333,0.0,0.8888888888888888,0.16666666666666666,Good
86,5001842,0.35,0.5,0.0,0.16666666666666666,Good
87,5001843,0.45,0.10714285714285714,0.6785714285714286,0.16666666666666666,Good
88,5001844,0.7833333333333333,0.25,0.3333333333333333,0.17500000000000002,Good
89,5001847,0.6333333333333333,0.41025641025641024,0.0,0.16666666666666666,Good
90,5001848,0.6166666666666667,0.15789473684210525,0.0,0.171875,Good
91,5001849,0.13333333333333333,0.0,0.2222222222222222,0.16666666666666666,Good
92,5001854,0.3,0.0,0.8421052631578947,0.16666666666666666,Good
93,5001855,0.36666666666666664,0.0,0.8695652173913043,0.16666666666666666,Good
94,5001856,0.48333333333333334,0.0,0.9,0.2222222222222222,Good
95,5001857,0.6166666666666667,0.13157894736842105,0.0,0.16666666666666666,Good
96,5001858,0.5166666666666667,0.0,0.625,0.16666666666666666,Good
97,5001860,0.016666666666666666,1.0,0.0,0.0,Good
98,5001861,0.5333333333333333,1.0,0.0,0.0,Good
99,5001862,0.6166666666666667,1.0,0.0,0.0,Good
100,5001863,0.6166666666666667,1.0,0.0,0.0,Good
101,5001864,0.6166666666666667,1.0,0.0,0.0,Good
102,5001867,0.15,0.0,0.9,0.16666666666666666,Good
103,5001870,0.5666666666666667,1.0,0.0,0.0,Good
104,5001871,0.21666666666666667,1.0,0.0,0.0,Good
105,5001872,0.0,0.0,0.0,0.16666666666666666,Good
106,5001873,0.55,0.11764705882352941,0.0,0.16666666666666666,Good
107,5001874,0.48333333333333334,0.13333333333333333,0.0,0.16666666666666666,Good
108,5001876,0.31666666666666665,0.0,0.0,0.16666666666666666,Good
109,5001877,0.25,0.0,0.0,0.16666666666666666,Good
110,5001879,0.1,1.0,0.0,0.0,Good
111,5001882,0.06666666666666667,0.0,0.8,0.16666666666666666,Good
112,5001883,0.85,0.0,0.8076923076923077,0.16666666666666666,Good
113,5001886,0.11666666666666667,0.0,0.0,0.16666666666666666,Good
114,5001887,0.016666666666666666,0.0,0.0,0.16666666666666666,Good
115,5001888,0.9,0.01818181818181818,0.0,0.1728395061728395,Good
116,5001889,0.6666666666666666,0.0,0.0,0.16666666666666666,Good
117,5001890,0.4,0.0,0.76,0.16666666666666666,Good
118,5001891,0.85,0.019230769230769232,0.8076923076923077,0.16666666666666666,Good
119,5001892,0.9,0.07272727272727272,0.9272727272727272,0.0,Good
120,5001893,0.23333333333333334,0.8,0.0,0.16666666666666666,Good
121,5001894,0.8333333333333334,0.8235294117647058,0.0,0.16666666666666666,Good
122,5001895,0.55,0.029411764705882353,0.7941176470588235,0.16666666666666666,Good
123,5001897,0.05,0.25,0.0,0.16666666666666666,Good
124,5001898,0.43333333333333335,0.4074074074074074,0.14814814814814814,0.16666666666666666,Good
125,5001900,0.9166666666666666,0.0,0.75,0.16666666666666666,Good
126,5001901,0.7,0.18604651162790697,0.6744186046511628,0.16666666666666666,Good
127,5001904,0.8333333333333334,0.9803921568627451,0.0,0.16666666666666666,Good
128,5001905,0.9166666666666666,0.03571428571428571,0.75,0.16666666666666666,Good
129,5001906,0.8333333333333334,0.0,0.803921568627451,0.16666666666666666,Good
130,5001907,0.06666666666666667,0.4,0.0,0.16666666666666666,Good
131,5001908,0.0,0.0,0.0,0.16666666666666666,Good
132,5001909,0.0,0.0,0.0,0.16666666666666666,Good
133,5001911,0.06666666666666667,0.0,0.8,0.16666666666666666,Good
134,5001912,0.08333333333333333,0.0,1.0,0.0,Good
135,5001913,0.16666666666666666,0.09090909090909091,0.9090909090909091,0.0,Good
136,5001914,0.18333333333333332,0.0,0.9166666666666666,0.16666666666666666,Good
137,5001915,0.16666666666666666,0.9090909090909091,0.0,0.16666666666666666,Good
138,5001916,0.16666666666666666,0.9090909090909091,0.0,0.16666666666666666,Good
139,5001917,0.16666666666666666,0.9090909090909091,0.0,0.16666666666666666,Good
140,5001918,0.23333333333333334,0.0,0.26666666666666666,0.2272727272727273,Good
141,5001919,0.31666666666666665,0.0,0.75,0.16666666666666666,Good
142,5001921,0.31666666666666665,0.2,0.4,0.16666666666666666,Good
143,5001922,0.5833333333333334,0.25,0.5277777777777778,0.1875,Good
144,5001923,0.7833333333333333,0.0,0.7916666666666666,0.21666666666666667,Good
145,5001925,0.03333333333333333,0.6666666666666666,0.0,0.16666666666666666,Good
146,5001927,0.7666666666666667,0.48936170212765956,0.0,0.18055555555555555,Good
147,5001931,0.18333333333333332,0.5833333333333334,0.0,0.16666666666666666,Good
148,5001933,0.4666666666666667,0.0,0.9310344827586207,0.25,Good
149,5001936,0.6666666666666666,0.0,0.36585365853658536,0.16666666666666666,Good
150,5001940,0.5,0.0,0.3548387096774194,0.16666666666666666,Good
151,5001942,0.9,0.0,0.8181818181818182,0.16666666666666666,Good
152,5001943,0.9333333333333333,0.14035087719298245,0.6842105263157895,0.16666666666666666,Good
153,5001944,0.38333333333333336,0.0,0.0,0.16666666666666666,Good
154,5001945,0.16666666666666666,0.0,0.0,0.16666666666666666,Good
155,5001946,0.38333333333333336,0.0,0.0,0.16666666666666666,Good
156,5001948,0.9666666666666667,0.0,0.0,0.16666666666666666,Good
157,5001949,0.35,1.0,0.0,0.0,Good
158,5001950,0.16666666666666666,1.0,0.0,0.0,Good
159,5001951,0.35,0.3181818181818182,0.09090909090909091,0.16666666666666666,Good
160,5001952,0.26666666666666666,0.0,0.5294117647058824,0.16666666666666666,Good
161,5001953,0.26666666666666666,0.0,0.5294117647058824,0.16666666666666666,Good
162,5001954,0.5833333333333334,0.0,0.9722222222222222,0.16666666666666666,Good
163,5001956,0.23333333333333334,0.06666666666666667,0.26666666666666666,0.16666666666666666,Good
164,5001958,0.9,0.0,0.9818181818181818,0.16666666666666666,Good
165,5001959,0.6166666666666667,0.5526315789473685,0.0,0.17647058823529413,Good
166,5001961,0.18333333333333332,0.16666666666666666,0.0,0.16666666666666666,Good
167,5001963,0.18333333333333332,0.9166666666666666,0.0,0.16666666666666666,Good
168,5001964,0.25,0.0625,0.0,0.16666666666666666,Good
169,5001965,0.6166666666666667,0.0,0.6052631578947368,0.16666666666666666,Good
170,5001967,0.55,0.058823529411764705,0.6176470588235294,0.16666666666666666,Good
171,5001968,0.35,0.0,0.45454545454545453,0.16666666666666666,Good
172,5001970,0.55,0.0,0.0,0.16666666666666666,Good
173,5001976,0.6333333333333333,1.0,0.0,0.0,Good
174,5001982,0.95,0.9827586206896551,0.0,0.16666666666666666,Good
175,5001986,0.8666666666666667,0.0,0.9433962264150944,0.16666666666666666,Good
176,5001987,0.85,0.0,0.9423076923076923,0.16666666666666666,Good
177,5001988,0.8666666666666667,0.2830188679245283,0.09433962264150944,0.1717171717171717,Good
178,5001990,0.85,0.019230769230769232,0.9423076923076923,0.16666666666666666,Good
179,5001994,0.45,1.0,0.0,0.0,Good
180,5001996,0.5666666666666667,1.0,0.0,0.0,Good
181,5001997,0.9,1.0,0.0,0.0,Good
182,5001998,0.3333333333333333,0.6190476190476191,0.0,0.16666666666666666,Good
183,5001999,0.4,0.04,0.68,0.16666666666666666,Good
184,5002000,0.48333333333333334,0.26666666666666666,0.36666666666666664,0.16666666666666666,Good
185,5002001,0.9333333333333333,0.0,0.9473684210526315,0.16666666666666666,Good
186,5002003,0.8166666666666667,0.02,0.86,0.16666666666666666,Good
187,5002004,0.6,0.02702702702702703,0.918918918918919,0.16666666666666666,Good
188,5002005,0.5333333333333333,0.0,0.9393939393939394,0.16666666666666666,Good
189,5002006,0.4166666666666667,0.4230769230769231,0.38461538461538464,0.16666666666666666,Good
190,5002008,0.5666666666666667,0.02857142857142857,0.4857142857142857,0.16666666666666666,Good
191,5002010,0.21666666666666667,0.0,0.14285714285714285,0.16666666666666666,Good
192,5002011,0.4,0.0,0.0,0.16666666666666666,Good
193,5002012,0.4,0.0,0.56,0.16666666666666666,Good
194,5002013,0.5166666666666667,0.0,0.84375,0.16666666666666666,Good
195,5002015,0.5666666666666667,0.14285714285714285,0.0,0.16666666666666666,Good
196,5002016,0.2,0.0,0.5384615384615384,0.16666666666666666,Good
197,5002018,0.11666666666666667,1.0,0.0,0.0,Good
198,5002019,0.8833333333333333,0.0,0.8333333333333334,0.16666666666666666,Good
199,5002020,0.6166666666666667,1.0,0.0,0.0,Good
200,5002021,0.23333333333333334,0.26666666666666666,0.4666666666666667,0.16666666666666666,Good
201,5002022,0.36666666666666664,0.08695652173913043,0.782608695652174,0.16666666666666666,Good
202,5002023,0.35,0.5,0.0,0.16666666666666666,Good
203,5002024,0.18333333333333332,0.8333333333333334,0.0,0.16666666666666666,Good
204,5002025,0.18333333333333332,0.0,0.5833333333333334,0.16666666666666666,Good
205,5002026,0.8833333333333333,0.5185185185185185,0.0,0.16666666666666666,Good
206,5002028,0.8166666666666667,0.02,0.9,0.16666666666666666,Good
207,5002030,0.15,0.1,0.0,0.16666666666666666,Good
208,5002032,0.65,1.0,0.0,0.0,Good
209,5002033,0.8333333333333334,1.0,0.0,0.0,Good
210,5002034,0.95,1.0,0.0,0.0,Good
211,5002035,0.8333333333333334,1.0,0.0,0.0,Good
212,5002037,0.21666666666666667,0.9285714285714286,0.0,0.16666666666666666,Good
213,5002038,0.21666666666666667,0.0,0.0,0.16666666666666666,Good
214,5002039,0.13333333333333333,0.2222222222222222,0.0,0.16666666666666666,Good
215,5002041,0.36666666666666664,0.0,0.8636363636363636,0.16666666666666666,Good
216,5002046,0.6,1.0,0.0,0.0,Good
217,5002047,0.8,0.0,0.8775510204081632,0.16666666666666666,Good
218,5002052,0.25,1.0,0.0,0.0,Good
219,5002053,0.45,1.0,0.0,0.0,Good
220,5002054,0.5,1.0,0.0,0.0,Good
221,5002055,0.7333333333333333,1.0,0.0,0.0,Good
222,5002058,0.9833333333333333,0.0,0.8333333333333334,0.16666666666666666,Good
223,5002059,0.7333333333333333,0.8,0.0,0.16666666666666666,Good
224,5002060,0.9,0.0,0.8181818181818182,0.16666666666666666,Good
225,5002070,0.18333333333333332,0.08333333333333333,0.0,0.16666666666666666,Good
226,5002071,0.13333333333333333,0.0,0.0,0.16666666666666666,Good
227,5002073,0.55,0.0,0.8235294117647058,0.16666666666666666,Good
228,5002076,0.16666666666666666,1.0,0.0,0.0,Good
229,5002077,0.11666666666666667,0.75,0.0,0.16666666666666666,Good
230,5002078,0.4,0.28,0.0,0.16666666666666666,Good
231,5002079,0.25,0.25,0.0,0.16666666666666666,Good
232,5002081,0.16666666666666666,0.09090909090909091,0.0,0.16666666666666666,Good
233,5002082,0.16666666666666666,0.09090909090909091,0.0,0.16666666666666666,Good
234,5002084,0.21666666666666667,0.0,0.0,0.16666666666666666,Good
235,5002085,0.5666666666666667,0.02857142857142857,0.2571428571428571,0.17333333333333334,Good
236,5002087,0.31666666666666665,0.0,0.75,0.16666666666666666,Good
237,5002088,0.5833333333333334,0.0,0.9722222222222222,0.16666666666666666,Good
238,5002094,0.5333333333333333,0.8484848484848485,0.0,0.16666666666666666,Good
239,5002096,0.6833333333333333,0.047619047619047616,0.9523809523809523,0.0,Good
240,5002097,0.85,0.0,0.8269230769230769,0.16666666666666666,Good
241,5002098,0.7,0.32558139534883723,0.0,0.16666666666666666,Good
242,5002101,0.7166666666666667,0.022727272727272728,0.9318181818181818,0.16666666666666666,Good
243,5002104,0.6666666666666666,0.024390243902439025,0.7560975609756098,0.16666666666666666,Good
244,5002106,0.18333333333333332,0.16666666666666666,0.6666666666666666,0.16666666666666666,Good
245,5002107,0.5,0.0,0.3870967741935484,0.16666666666666666,Good
246,5002108,0.9166666666666666,0.05357142857142857,0.75,0.1818181818181818,Good
247,5002110,0.08333333333333333,0.16666666666666666,0.0,0.16666666666666666,Good
248,5002111,0.11666666666666667,0.375,0.0,0.16666666666666666,Good
249,5002113,0.26666666666666666,1.0,0.0,0.0,Good
250,5002114,0.26666666666666666,1.0,0.0,0.0,Good
251,5002116,0.6666666666666666,0.07317073170731707,0.7804878048780488,0.16666666666666666,Good
252,5002121,0.2833333333333333,0.0,0.0,0.16666666666666666,Good
253,5002123,0.3333333333333333,0.2857142857142857,0.09523809523809523,0.1794871794871795,Good
254,5002124,0.05,0.0,0.0,0.16666666666666666,Good
255,5002126,0.9166666666666666,0.03571428571428571,0.8214285714285714,0.4375,Good
256,5002134,0.7166666666666667,0.0,0.45454545454545453,0.16666666666666666,Good
257,5002135,0.15,1.0,0.0,0.0,Good
258,5002138,0.7166666666666667,0.7045454545454546,0.0,0.16666666666666666,Good
259,5002140,0.9333333333333333,0.08771929824561403,0.6666666666666666,0.16666666666666666,Good
260,5002141,0.36666666666666664,0.08695652173913043,0.5652173913043478,0.16666666666666666,Good
261,5002144,0.26666666666666666,0.23529411764705882,0.47058823529411764,0.16666666666666666,Good
262,5002145,0.36666666666666664,0.0,0.0,0.16666666666666666,Good
263,5002146,0.36666666666666664,0.0,0.5652173913043478,0.16666666666666666,Good
264,5002147,0.8166666666666667,1.0,0.0,0.0,Good
265,5002148,0.13333333333333333,0.2222222222222222,0.0,0.16666666666666666,Good
266,5002149,0.4166666666666667,0.38461538461538464,0.15384615384615385,0.16666666666666666,Good
267,5002150,0.5833333333333334,0.0,0.7222222222222222,0.16666666666666666,Good
268,5002151,0.4,1.0,0.0,0.0,Good
269,5002152,0.35,1.0,0.0,0.0,Good
270,5002153,0.4,1.0,0.0,0.0,Good
271,5002155,0.8333333333333334,0.2549019607843137,0.6078431372549019,0.16666666666666666,Good
272,5002157,0.13333333333333333,0.2222222222222222,0.0,0.16666666666666666,Good
273,5002158,0.9,0.0,0.9090909090909091,0.16666666666666666,Good
274,5002160,1.0,0.04918032786885246,0.0,0.16666666666666666,Good
275,5002161,0.2,0.0,0.7692307692307693,0.16666666666666666,Good
276,5002162,0.2833333333333333,0.0,0.5555555555555556,0.16666666666666666,Good
277,5002163,0.3333333333333333,0.0,0.7619047619047619,0.16666666666666666,Good
278,5002164,0.9833333333333333,0.0,0.9333333333333333,0.16666666666666666,Good
279,5002168,0.35,0.7727272727272727,0.0,0.16666666666666666,Good
280,5002169,0.03333333333333333,0.0,0.0,0.16666666666666666,Good
281,5002171,1.0,0.0,0.8360655737704918,0.16666666666666666,Good
282,5002175,0.8,0.2653061224489796,0.7346938775510204,0.0,Good
283,5002176,0.6666666666666666,1.0,0.0,0.0,Good
284,5002177,0.6666666666666666,1.0,0.0,0.0,Good
285,5002178,0.6666666666666666,1.0,0.0,0.0,Good
286,5002179,0.6666666666666666,1.0,0.0,0.0,Good
287,5002181,0.7333333333333333,0.5111111111111111,0.0,0.16666666666666666,Good
288,5002182,0.6,0.2972972972972973,0.0,0.16666666666666666,Good
289,5002183,0.65,0.45,0.0,0.16666666666666666,Good
290,5002186,0.3,0.2631578947368421,0.0,0.16666666666666666,Good
291,5002189,0.1,0.0,0.5714285714285714,0.16666666666666666,Good
292,5002190,0.1,0.2857142857142857,0.0,0.16666666666666666,Good
293,5002191,0.4,0.2,0.48,0.16666666666666666,Good
294,5002192,0.6,0.5135135135135135,0.0,0.16666666666666666,Good
295,5002196,0.23333333333333334,0.6666666666666666,0.0,0.16666666666666666,Good
296,5002197,0.05,0.25,0.0,0.16666666666666666,Good
297,5002198,0.31666666666666665,1.0,0.0,0.0,Good
298,5002199,0.5,1.0,0.0,0.0,Good
299,5002201,0.9,0.0,0.7454545454545455,0.16666666666666666,Good
300,5002202,0.9833333333333333,0.016666666666666666,0.6833333333333333,0.16666666666666666,Good
301,5002204,0.1,0.14285714285714285,0.0,0.16666666666666666,Good
302,5002205,0.1,0.8571428571428571,0.0,0.16666666666666666,Good
303,5002206,0.5,0.0,0.3548387096774194,0.16666666666666666,Good
304,5002207,0.23333333333333334,0.7333333333333333,0.0,0.16666666666666666,Good
305,5002208,0.65,0.0,0.8,0.16666666666666666,Good
306,5002216,0.18333333333333332,0.08333333333333333,0.0,0.16666666666666666,Good
307,5002218,0.38333333333333336,0.0,0.3333333333333333,0.16666666666666666,Good
308,5002219,0.5833333333333334,0.0,0.3333333333333333,0.17361111111111113,Good
309,5002220,0.5166666666666667,0.0,0.40625,0.17543859649122806,Good
310,5002221,0.6,0.02702702702702703,0.7027027027027027,0.16666666666666666,Good
311,5002222,0.2,0.0,0.7692307692307693,0.16666666666666666,Good
312,5002223,0.7,1.0,0.0,0.0,Good
313,5002224,0.65,1.0,0.0,0.0,Good
314,5002225,0.16666666666666666,0.18181818181818182,0.0,0.27777777777777773,Bad
315,5002226,0.13333333333333333,1.0,0.0,0.0,Good
316,5002227,0.15,0.0,0.4,0.16666666666666666,Good
317,5002229,0.3333333333333333,0.47619047619047616,0.5238095238095238,0.0,Good
318,5002230,0.36666666666666664,0.21739130434782608,0.0,0.17592592592592593,Good
319,5002232,0.2,0.0,0.0,0.1794871794871795,Good
320,5002233,0.48333333333333334,0.5,0.0,0.16666666666666666,Good
321,5002234,0.38333333333333336,0.0,0.875,0.16666666666666666,Good
322,5002235,0.35,1.0,0.0,0.0,Good
323,5002236,0.31666666666666665,0.4,0.0,0.16666666666666666,Good
324,5002237,0.16666666666666666,0.36363636363636365,0.0,0.16666666666666666,Good
325,5002238,0.8,0.8979591836734694,0.0,0.16666666666666666,Good
326,5002241,0.05,0.0,0.0,0.16666666666666666,Good
327,5002243,0.5,0.0,0.22580645161290322,0.16666666666666666,Good
328,5002244,0.3333333333333333,0.0,0.7142857142857143,0.16666666666666666,Good
329,5002245,0.15,0.1,0.0,0.1851851851851852,Good
330,5002246,0.7333333333333333,0.0,0.8222222222222222,0.16666666666666666,Good
331,5002247,0.5166666666666667,0.0,0.6875,0.16666666666666666,Good
332,5002248,0.3,0.0,0.0,0.16666666666666666,Good
333,5002250,0.26666666666666666,0.0,0.0,0.16666666666666666,Good
334,5002251,0.38333333333333336,1.0,0.0,0.0,Good
335,5002254,0.38333333333333336,0.0,0.0,0.1875,Good
336,5002255,0.6166666666666667,0.02631578947368421,0.0,0.1936936936936937,Good
337,5002256,0.35,0.0,0.45454545454545453,0.16666666666666666,Good
338,5002258,0.9833333333333333,0.0,0.8333333333333334,0.16666666666666666,Good
339,5002259,0.9833333333333333,0.016666666666666666,0.8333333333333334,0.16666666666666666,Good
340,5002260,0.2833333333333333,0.0,0.7222222222222222,0.16666666666666666,Good
341,5002262,0.2,0.0,0.38461538461538464,0.16666666666666666,Good
342,5002266,0.2,0.0,0.5384615384615384,0.16666666666666666,Good
343,5002267,0.45,0.0,0.7857142857142857,0.16666666666666666,Good
344,5002268,0.016666666666666666,0.0,0.0,0.16666666666666666,Good
345,5002270,0.13333333333333333,0.8888888888888888,0.0,0.16666666666666666,Good
346,5002271,0.13333333333333333,0.0,0.8888888888888888,0.16666666666666666,Good
347,5002273,0.18333333333333332,1.0,0.0,0.0,Good
348,5002276,0.2,0.08333333333333333,0.0,0.16666666666666666,Good
349,5002277,0.25,0.0,0.0,0.16666666666666666,Good
350,5002279,0.5833333333333334,0.0,0.6571428571428571,0.19444444444444445,Good
351,5002280,0.8,0.0,0.7708333333333334,0.16666666666666666,Good
352,5002283,1.0,0.01639344262295082,0.6721311475409836,0.1929824561403509,Good
353,5002285,0.016666666666666666,0.5,0.0,0.16666666666666666,Good
354,5002286,0.35,0.0,0.7272727272727273,0.16666666666666666,Good
355,5002289,0.18333333333333332,0.0,0.5,0.16666666666666666,Good
356,5002291,0.35,0.22727272727272727,0.0,0.16666666666666666,Good
357,5002292,0.75,0.4782608695652174,0.0,0.16666666666666666,Good
358,5002293,0.11666666666666667,0.125,0.0,0.16666666666666666,Good
359,5002294,0.06666666666666667,0.2,0.0,0.20833333333333334,Bad
360,5002296,0.6333333333333333,0.8717948717948718,0.0,0.16666666666666666,Good
361,5002298,0.5333333333333333,0.0,0.7272727272727273,0.16666666666666666,Good
362,5002299,0.65,0.0,0.6,0.16666666666666666,Good
363,5002301,0.3,0.0,0.0,0.16666666666666666,Good
364,5002302,0.4666666666666667,0.10344827586206896,0.0,0.16666666666666666,Good
365,5002303,0.35,0.09090909090909091,0.0,0.20833333333333334,Bad
366,5002304,0.9,1.0,0.0,0.0,Good
367,5002305,0.85,1.0,0.0,0.0,Good
368,5002306,0.26666666666666666,1.0,0.0,0.0,Good
369,5002309,0.9166666666666666,0.017857142857142856,0.8571428571428571,0.16666666666666666,Good
370,5002311,0.5333333333333333,0.09090909090909091,0.0,0.16666666666666666,Good
371,5002312,0.03333333333333333,0.3333333333333333,0.0,0.16666666666666666,Good
372,5002313,0.4666666666666667,0.034482758620689655,0.0,0.16666666666666666,Good
373,5002317,0.6166666666666667,0.0,0.9736842105263158,0.16666666666666666,Good
374,5002318,0.38333333333333336,1.0,0.0,0.0,Good
375,5002319,0.65,1.0,0.0,0.0,Good
376,5002322,0.016666666666666666,0.0,0.0,0.16666666666666666,Good
377,5002323,0.5333333333333333,0.0,0.696969696969697,0.16666666666666666,Good
378,5002326,0.48333333333333334,0.0,0.9,0.16666666666666666,Good
379,5002331,0.15,0.0,0.4,0.19444444444444445,Good
380,5002332,0.21666666666666667,0.0,0.07142857142857142,0.16666666666666666,Good
381,5002333,0.2833333333333333,0.0,0.7222222222222222,0.16666666666666666,Good
382,5002335,0.9,1.0,0.0,0.0,Good
383,5002336,0.48333333333333334,1.0,0.0,0.0,Good
384,5002337,0.35,1.0,0.0,0.0,Good
385,5002338,0.8166666666666667,1.0,0.0,0.0,Good
386,5002339,0.4166666666666667,1.0,0.0,0.0,Good
387,5002341,0.5833333333333334,1.0,0.0,0.0,Good
388,5002342,0.11666666666666667,0.125,0.0,0.16666666666666666,Good
389,5002344,0.26666666666666666,0.11764705882352941,0.0,0.16666666666666666,Good
